,comments,TextBlob_polarity,TextBlob_subjectivity,TextBlob_label,BERT_label,BERT_score
2061,i am happy ,0.8,1,positive,positive,0.857527554
2062,030 cue to south park were sorry clip,-0.5,1,negative,negative,0.841425896
2063,never used it and never will,0,0,neutral,neutral,0.680436015
2064,he is not joking if u want your privacy go live in a cave,0.136363636,0.5,neutral,negative,0.76798147
2065,the whole im so sorry bs has got old if youre sorry then im the prince of wales youre only sorry that you got caught and that there is little way back for you,-0.1734375,0.6375,negative,negative,0.931120276
2066,i bit the apple mine had a worm,0,0,neutral,negative,0.853170335
2067,i just click on the ads for stuff i hate algo is stupid,-0.8,0.95,negative,negative,0.940990567
2068,zuckerboing is a turd sandwich ,0,0,neutral,neutral,0.566630065
2069,dear mark  hire me as the companys ombudsman  im a great value at 10000000y just to keep you and your company safewhile earn you a shit load,0.3,0.775,positive,negative,0.844660342
2070,i guess the meta verse is dying,0,0,neutral,negative,0.862089634
2071,say no to virtual reality dont you guys watch hollywood movies we will end up being zombies,0,0,neutral,negative,0.94302702
2072,he reminds me of elizabeth holmes and thats not a complement they both look alike too ,0,0,neutral,positive,0.870646
2073,fb sucks lol,0.25,0.5,positive,negative,0.706279814
2074,could u imagine putting on some smart glasses and seeing a fucking ad in real life,0.207142857,0.471428571,positive,negative,0.873578727
2075,fb aint goin in my house,0,0,neutral,neutral,0.684530318
2076,metaverse metajoke xd,0,0,neutral,neutral,0.50755626
2077,good suckerberg is a slime,0.7,0.6,positive,negative,0.749286294
2078,karma for the woke,0,0,neutral,neutral,0.587501287
2079,thats so rude how the news articles say mexican president maybe they should start putting american presidentits just such an insult,-0.075,0.275,negative,negative,0.953950465
2080,yeah i  elon the toad has bought twitter,0,0,neutral,positive,0.700735807
2081,yeah but meta cant give me legs so no,0,0,neutral,negative,0.850439191
2082,general data protection regulation gdpr  your friend and helper,0.05,0.5,neutral,neutral,0.592014849
2083,those phony concept videos of people playing games that dont exist and doing things that will never be possible using any meta hardware or software make me want to puke,0,1,neutral,negative,0.959967434
2084,facebooks metaverse looks like nintendo wii party games what a bunch of useless bollocks,-0.5,0.2,negative,negative,0.952402592
2085,he reminds me of holmes,0,0,neutral,positive,0.825935185
2086,soon well see older men with full red lips,0.172222222,0.294444444,neutral,neutral,0.613772571
2087,222231 imagine if a man said that to a woman  why is this acceptable,0,0,neutral,negative,0.819962323
2088,he is head of scammers,0,0,neutral,neutral,0.570984721
2089,just dont use this fn facebook,0,0,neutral,negative,0.798680305
2090,buh bye fb,0,0,neutral,neutral,0.591875374
2091,literally no one wants this rubbish mark bet on every one wfh after covid and collborating in a grapihcal universe if anything people want to be back together face to face or at least on teams no one wants a real life 20,0.06,0.18,neutral,negative,0.955947578
2092,you know who sells data  you guesses it same platform your watching this video think ads,0,0.125,neutral,negative,0.73493278
2093,he is a robot ,0,0,neutral,neutral,0.545233905
2094,i quit facebook awhile ago and i dont miss it its a fakebook and waste of my time,-0.2,0,negative,negative,0.973809481
2095,1 word deleted,0,0,neutral,negative,0.825715423
2096,fuck facebook i quit facebook ig and twitter and messenger for us,-0.4,0.6,negative,negative,0.919851243
2097,why would i trust him with controlin a virtual world that he wants us to live so he can control are data from what we watch to what we eat imagine him controling a vr world werekson him has access to are business meetings,0.168181818,0.3,neutral,neutral,0.537432611
2098,the zucc is a lizard ,0,0,neutral,neutral,0.524236858
2099,god complexes are never a good thing,-0.35,0.6,negative,negative,0.865838349
2100,the conception is good but the design of the metabus world sucks its annying to explain too long but i know what the problem is,0.116666667,0.433333333,neutral,negative,0.90982163
2101,hahahaha oh youre really sorry about that      ,-0.15,0.75,negative,negative,0.737349331
2102,woodys long board t shirt purchase port charlotte id check ,-0.05,0.4,negative,negative,0.70369035
2103,dystopian sou stealing,0,0,neutral,negative,0.77470988
2104,we would jump gt to gt down hill a sun up,-0.155555556,0.288888889,negative,neutral,0.604326606
2105,gosh where is the softcore porn please tell me,0,0,neutral,negative,0.743689537
2106,the world is now a worst place because of facebook and ig has become a place for women to sell themselves,-1,1,negative,negative,0.944461405
2107,we would bord then swap then still we wtf i liked my gt,0.05,0.9,neutral,neutral,0.576137722
2108,face tumor has always sucked,0,0,neutral,negative,0.830167234
2109,z u c c,0,0,neutral,neutral,0.53703934
2110,he laughsyes arrogant  narcissistic revolting combination,0,0,neutral,negative,0.878349006
2111,an awful business who is making its hopes of sustainability in a fictional environment  would this be similar to flying a plane into the ground but playing a nice movie to watch along  the way to the ground,-0.1,0.6625,negative,negative,0.97427237
2112,the fkers continue to be listening to ur conversations even when u press not to,0,0,neutral,neutral,0.567163646
2113,much of this is just demographics,0.2,0.2,positive,negative,0.816775382
2114,ive watched 32 seconds of this drivel thats all zuckerschmuck is getting 10 years ago i chose to create a fu account that thinks i live in iceland and have zero connections i did it to observe on occasion i was right,0.211038961,0.517857143,positive,negative,0.912583113
2115,go woke go broke,0,0,neutral,negative,0.729562819
2116,karma for selling private data,0,0.375,neutral,negative,0.709952772
2117,ready player one,0.2,0.5,positive,neutral,0.514223278
2118,he is sus af,0,0,neutral,neutral,0.535943091
2119,dude the stuttering  its so jarring ,0,0,neutral,negative,0.924928367
2120,gta san andreas quality still far superior than this metaverse  o_o ,0.283333333,0.966666667,positive,positive,0.765889227
2121,i had agt snow racer that was a thing,0,0,neutral,neutral,0.659303963
2122,cia golden boy,0.3,0.5,positive,neutral,0.682400346
2123,can you do a good gt snow racer vr,0.7,0.6,positive,neutral,0.696647823
2124,you couldnt bother to do more than one take of the narration here,0.5,0.5,positive,negative,0.888737738
2125,id rather touch grass,0,0,neutral,neutral,0.665977776
2126,meta is dead,-0.2,0.4,negative,neutral,0.632006168
2127,you guys are just feeding the trolls,0,0,neutral,negative,0.833474457
2128,mark zuckerberg is very intelligent but very emotionally and socially immature,0.344444444,0.637222222,positive,positive,0.809518635
2129,sorry zuck but vr brick on face is not that nice,0.05,1,neutral,negative,0.900542676
2130,wow his hair transplant looks ridiculous,-0.116666667,1,negative,negative,0.90377003
2131,is this vid an iphone commercial,0,0,neutral,neutral,0.649545729
2132,nobody forced you to sign up whats the point of putting  your blame onto smb else just weak human nature,-0.225,0.308333333,negative,negative,0.966762722
2133,i never had a facebook account because im not a 13 year old girl or a gay homosexual,0.258333333,0.391666667,positive,negative,0.880223393
